Format Version,1.23,Take Name,Take 2020-10-13 01.30.33 PM,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2020-10-13 01.30.34.331 PM,Total Frames in Take,5923,Total Exported Frames,5923,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker
,Name,Unlabeled 1000,Unlabeled 1000,Unlabeled 1000
,ID,"C3530","C3530","C3530"
,,Position,Position,Position
Frame,Time (Seconds),X,Y,Z
5840,16.222222,,,
5841,16.225000,,,
5842,16.227778,,,
5843,16.230556,,,
5844,16.233333,,,
5845,16.236111,,,
5846,16.238889,,,
5847,16.241667,,,
5848,16.244444,,,
5849,16.247222,,,
5850,16.250000,,,
5851,16.252778,,,
5852,16.255556,,,
5853,16.258333,,,
5854,16.261111,,,
5855,16.263889,,,
5856,16.266667,,,
5857,16.269444,,,
5858,16.272222,,,
5859,16.275000,,,
5860,16.277778,,,
5861,16.280556,,,
5862,16.283333,,,
5863,16.286111,,,
5864,16.288889,,,
5865,16.291667,,,
5866,16.294444,,,
5867,16.297222,,,
5868,16.300000,,,
5869,16.302778,,,
5870,16.305556,,,
5871,16.308333,,,
5872,16.311111,,,
5873,16.313889,,,
5874,16.316667,,,
5875,16.319444,,,
5876,16.322222,,,
5877,16.325000,,,
5878,16.327778,,,
5879,16.330556,,,
5880,16.333333,,,
5881,16.336111,,,
5882,16.338889,,,
5883,16.341667,,,
5884,16.344444,,,
5885,16.347222,,,
5886,16.350000,,,
5887,16.352778,,,
5888,16.355556,,,
5889,16.358333,,,
5890,16.361111,,,
5891,16.363889,,,
5892,16.366667,,,
5893,16.369444,,,
5894,16.372222,,,
5895,16.375000,,,
5896,16.377778,,,
5897,16.380556,,,
5898,16.383333,,,
5899,16.386111,,,
5900,16.388889,,,
5901,16.391667,,,
5902,16.394444,,,
5903,16.397222,,,
5904,16.400000,,,
5905,16.402778,,,
5906,16.405556,,,
5907,16.408333,,,
5908,16.411111,,,
5909,16.413889,,,
5910,16.416667,,,
5911,16.419444,,,
5912,16.422222,,,
5913,16.425000,,,
5914,16.427778,,,
5915,16.430556,,,
5916,16.433333,,,
5917,16.436111,,,
5918,16.438889,,,
5919,16.441667,,,
5920,16.444444,,,
5921,16.447222,,,
5922,16.450000,,,
